SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,option No.,Remarks_1
11102,33040,-,-,-,-,All India,"Rajah Muthiah Dental
College and Hos. ,
Annamalai",BDS,OBC,OBC,17,"Fresh Allotted
in 2nd Round"
11103,33053,All India,"Pt. J N M MEDICAL
COLLEGE, RAIPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11104,33065,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
TRIVANDRUM",BDS,EWS,EWS,1,"Fresh Allotted
in 2nd Round"
11105,33077,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11106,33078,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
KOZIKODE",BDS,OBC,OBC,338,"Fresh Allotted
in 2nd Round"
11107,33082,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11108,33086,All India,"MYSORE MED.&
RESEARCH INST.
MYSORE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11109,33090,-,-,-,-,"B.Sc Nursing
All India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,OBC,OBC,167,"Fresh Allotted
in 2nd Round"
11110,33099,-,-,-,-,All India,"Rajah Muthiah Dental
College and Hos. ,
Annamalai",BDS,OBC,OBC,299,"Fresh Allotted
in 2nd Round"
11111,33142,-,-,-,-,All India,"M.G.D.C. &
HOSPITAL,
PUDUCHERRY",BDS,EWS,EWS,317,"Fresh Allotted
in 2nd Round"
11112,33158,"Employees
State
Insurance
Scheme(ES
I)","Govt. Medical College
ESI and Hospital,
Coimbatore",MBBS,Reported,"Employees
State
Insurance
Scheme(ESI)","Government Medical
College, ESIC,
Kollam",MBBS,Open,OBC,10,Upgraded
11113,33162,"Employees
State
Insurance
Scheme(ES
I)","ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11114,33163,"B.Sc
Nursing All
India","College of Nursing
LHMC, New Delhi",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11115,33216,All India,"PATNA MEDICAL
COLLEGE, PATNA",MBBS,"Not
Reported","Open Seat
Quota",JIPMER KARAIKAL,MBBS,SC,SC,14,"Fresh Allotted
in 2nd Round"
11116,33224,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11117,33239,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11118,33254,All India,"JAWAHAR LAL
NEHRU MEDICAL,
AJMER",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11119,33255,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11120,33270,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11121,33294,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11122,33320,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11123,33323,"B.Sc
Nursing All
India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11124,33327,All India,"GOVT.MEDICAL
COLLEGE,THIRUVA
NANTHAPURAM",MBBS,Reported,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,SC,SC,7,Upgraded
11125,33339,-,-,-,-,"B.Sc Nursing
All India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,Open,OBC,299,"Fresh Allotted
in 2nd Round"
11126,33350,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11127,33387,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,Reported,"Open Seat
Quota","AIIMS, Kalyani",MBBS,SC,SC,9,Upgraded
11128,33409,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11129,33439,"Aligarh
Muslim
University
(AMU)
Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
11130,33445,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11131,33478,"B.Sc
Nursing All
India","College of Nursing
Safdarjung Hospital,
New Delhi",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11132,33481,All India,"JAWAHAR LAL
NEHRU MEDICAL,
AJMER",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11133,33485,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11134,33509,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11135,33510,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11136,33536,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11137,33544,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11138,33565,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11139,33590,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11140,33593,All India,"Shri Atal Bihari
Vajpayee Medical
College & Research
Institute, Bengaluru",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11141,33611,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11142,33615,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Rajkot,MBBS,SC,SC,3,"Fresh Allotted
in 2nd Round"
11143,33623,All India,"Osmania Medical
College Koti",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11144,33660,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11145,33674,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11146,33677,"Open Seat
Quota","AIIMS, Rai Bareli",MBBS,Reported,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,SC,SC,8,Upgraded
11147,33684,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11148,33690,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, RAIPUR",BDS,EWS,EWS,7,"Fresh Allotted
in 2nd Round"
11149,33703,All India,"GRANT MEDICAL
COLL & SIR
J.J.HOSP,MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11150,33738,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11151,33741,All India,"Govt institute of
Medcial Sciences
Kasna",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11152,33744,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11153,33751,"Open Seat
Quota","AIIMS, Rai Bareli",MBBS,Reported,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,SC,SC,10,Upgraded
11154,33760,-,-,-,-,All India,"Government Dental
College Hyderabad",BDS,EWS,EWS,103,"Fresh Allotted
in 2nd Round"
11155,33762,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11156,33765,All India,"Dr. B.S.A. Medical
College, Delhi",MBBS,"Not
Reported","Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,ST,ST,9,"Fresh Allotted
in 2nd Round"
11157,33772,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11158,33785,All India,"S.N. MEDICAL
COLLEGE, AGRA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11159,33847,All India,"KARNATAK INST.
OF MEDICAL
SC.,HUBLI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11160,33848,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11161,33850,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,SC,SC,13,"Fresh Allotted
in 2nd Round"
11162,33877,-,-,-,-,"Aligarh
Muslim
University
(AMU) Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,Open,OBC,8,"Fresh Allotted
in 2nd Round"
11163,33919,All India,"ACSR Govt Medical
College, Nellore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11164,33959,-,-,-,-,"Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Open,GN,1,"Fresh Allotted
in 2nd Round"
11165,33972,All India,"MEDICAL COLLEGE,
BARODA",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11166,33984,"IP
University
Quota","ESIC Dental College
and Hospital",BDS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11167,34040,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11168,34050,All India,"GOVT.MEDICAL
COLLEGE, KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11169,34064,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11170,34068,"Employees
State
Insurance
Scheme(ES
I)","ESIC PGIMSR, Joka,
Kolkata, WB",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11171,34070,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11172,34074,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11173,34077,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11174,34078,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11175,34115,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11176,34117,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11177,34127,All India,"M.P. SHAH MEDICAL
COLLEGE,
JAMNAGAR",MBBS,Reported,"Open Seat
Quota",AIIMS Rajkot,MBBS,SC,SC,1,Upgraded
11178,34137,All India,"Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11179,34159,-,-,-,-,"Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Open,GN,6,"Fresh Allotted
in 2nd Round"
11180,34170,"B.Sc
Nursing All
India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11181,34172,-,-,-,-,"Aligarh
Muslim
University
(AMU) Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,Open,GN,252,"Fresh Allotted
in 2nd Round"
11182,34173,All India,"MYSORE MED.&
RESEARCH INST.
MYSORE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11183,34179,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11184,34242,All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11185,34243,All India,"Maulana Azad
Institute of Dental
Sciences, New Delhi",BDS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11186,34248,-,-,-,-,All India,"Government Dental
College, Thrissur",BDS,EWS,EWS,330,"Fresh Allotted
in 2nd Round"
11187,34250,"Open Seat
Quota","AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11188,34267,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11189,34279,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11190,34301,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11191,34302,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11192,34306,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11193,34348,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11194,34354,All India,"Government Medical
College, Pali",MBBS,Reported,All India,"JAWAHAR LAL
NEHRU MEDICAL,
AJMER",MBBS,SC,SC,5,Upgraded
11195,34361,"Deemed/Pa
id Seats
Quota","JSS Medical College,
Mysuru",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11196,34392,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11197,34393,-,-,-,-,"Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Open,GN,22,"Fresh Allotted
in 2nd Round"
11198,34430,All India,"ESIC Medical
College, Faridabad",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11199,34437,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11200,34442,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11201,34449,All India,"Gandhi Medical
College Musheerabad
Secunderabad",MBBS,Reported,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,SC,SC,5,Upgraded
11202,34471,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical College
AND PGIMSR,
Chennai",MBBS,Reported,"Employees
State
Insurance
Scheme(ESI)","Government Medical
College, ESIC,
Kollam",MBBS,Open,GN,1,Upgraded
11203,34473,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11204,34478,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11205,34494,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11206,34502,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11207,34503,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11208,34509,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,Open,EWS,300,"Fresh Allotted
in 2nd Round"
11209,34518,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11210,34533,"Open Seat
Quota","AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11211,34535,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
KOZIKODE",BDS,EWS,EWS,315,"Fresh Allotted
in 2nd Round"
11212,34536,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11213,34552,"B.Sc
Nursing All
India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Florence Nightingale
CON, New Delhi",B.Sc. Nursing,Open,OBC,327,"Fresh Allotted
in 2nd Round"
11214,34554,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11215,34571,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11216,34635,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11217,34638,-,-,-,-,All India,"Government Dental
College, Thrissur",BDS,EWS,EWS,105,"Fresh Allotted
in 2nd Round"
11218,34673,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11219,34677,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,SC,SC,14,Upgraded
11220,34678,All India,"KGMC, LUCKNOW",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11221,34681,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11222,34710,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11223,34713,All India,"Shri Atal Bihari
Vajpayee Medical
College & Research
Institute, Bengaluru",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11224,34718,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11225,34747,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11226,34756,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,Open,OBC,343,"Fresh Allotted
in 2nd Round"
11227,34781,"Employees
State
Insurance
Scheme(ES
I)","ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11228,34784,All India,"Government Medical
College, Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11229,34809,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11230,34811,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11231,34860,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported","Open Seat
Quota",JIPMER KARAIKAL,MBBS,SC,SC,9,"Fresh Allotted
in 2nd Round"
11232,34883,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11233,35039,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11234,35054,-,-,-,-,All India,"GOVT. DC &
RESEARCH INSt.,
BELLARY",BDS,EWS,EWS,320,"Fresh Allotted
in 2nd Round"
11235,35071,"IP
University
Quota","ESIC Dental College
and Hospital",BDS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11236,35078,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11237,35111,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11238,35118,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11239,35125,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,"Not
Reported","Open Seat
Quota","Jawaharlal Nehru
Medical College,
AMU,ALIGARH",MBBS,Open PwD,OBC PwD,1,"Fresh Allotted
in 2nd Round"
11240,35161,"B.Sc
Nursing All
India","College of Nursing
Safdarjung Hospital,
New Delhi",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11241,35177,"Employees
State
Insurance
Scheme(ES
I)","Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11242,35180,All India,"Pt. D.D.U MEDICAL
COLLEGE, RAJKOT",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11243,35194,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11244,35240,"B.Sc
Nursing All
India","College of Nursing
LHMC, New Delhi",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11245,35272,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11246,35275,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11247,35302,-,-,-,-,"IP University
Quota","ESIC Dental College
and Hospital",BDS,EWS,EWS,299,"Fresh Allotted
in 2nd Round"
11248,35317,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11249,35321,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11250,35330,All India,"Gandhi Medical
College Musheerabad
Secunderabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11251,35353,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11252,35390,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11253,35398,"Deemed/Pa
id Seats
Quota","Sri Ramachandra
Med. College and
Res. Inst., Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Open,GN,44,"Fresh Allotted
in 2nd Round"
11254,35401,-,-,-,-,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,SC,SC,2,"Fresh Allotted
in 2nd Round"
11255,35437,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,Open,OBC,57,"Fresh Allotted
in 2nd Round"
11256,35452,"Delhi NCR
Children/Wi
dows of
Personnel
of the
Armed
Forces
(CW) Quota","Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11257,35466,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11258,35468,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11259,35474,"Open Seat
Quota","AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11260,35480,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11261,35497,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.
11262,35500,"IP
University
Quota","ESIC Dental College
and Hospital",BDS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11263,35600,-,-,-,-,"Delhi NCR
Children/Wid
ows of
Personnel of
the Armed
Forces (CW)
Quota","Maulana Azad
Institute of Dental
Sciences, New Delhi",BDS,Open,OBC,306,"Fresh Allotted
in 2nd
Round( CW
Rank : 63 )"
