SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Remarks_1,Allotted Quota_2,"Allotte
d
Institu
te",Course_2,Allotted Category,"candidat
e
Category","option
No.",Remarks_2
9623,16433,All India,"GMERS Medical
College, Rajpipla",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
9624,16434,All India,"Sarat Chandra
Chattopadhyay
Govt. Medical
College &
Hospital,
Uluberia",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9625,16436,All India,"Sarat Chandra
Chattopadhyay
Govt. Medical
College &
Hospital,
Uluberia",MBBS,"Not
Reported",All India,"MIDNAPORE
MEDICAL
COLLEGE,
MIDNAPUR",MBBS,"Not
Reported",All India,"GOA
MEDICA
L
COLLEG
E,
PANAJI,
RAJIV
GANDHI
MEDICA
L
COMPLE
X,
BAMBOL
IM, GOA,
Goa,
403202",MBBS,EWS,EWS,29,"Fresh
Allotted in
3nd
Round"
9626,16443,All India,"Government
Medical College,
Mahabubabad",MBBS,"Not
Reported",All India,"Rajiv Gandhi
Institute Medical
Sce of Adilabad",MBBS,"Not
Reported",All India,"SHIMOG
A INST.
OF
MEDICA
L SCI.,
SHIMOG
A,SAGA
R ROAD,
MCGAN
N
HOSPIT
AL
CAMPU
S,
SHIVAM
OGGA,
Karnatak
a,
577201",MBBS,Open,GN,130,"Fresh
Allotted in
3nd
Round"
9627,16448,-,-,-,-,-,-,-,-,All India,"Governm
ent
Medical
College,
Tiruppur,
18
DHARAP
URAM
ROAD
TIRUPP
UR
TAMILN
ADU
641608,
Tamil
Nadu,
641608",MBBS,Open,GN,23,"Fresh
Allotted in
3nd
Round"
9628,16449,All India,"Government
Medical College,
Kallakurichi",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9629,16457,All India,"Chandulal
Chandrakar
Memorial
Government
Medical College,
Durg",MBBS,"Not
Reported",All India,"UNS
AUTONOMOUS
STATE
MEDICAL
COLLEGES,
Jaunpur",MBBS,Reported,All India,"Autonom
ous State
Medical
College,
Pratapga
rh,Pure
Keshav
Rai Gay
Ghat
Road
Pratapga
rh, Uttar
Pradesh,
230001",MBBS,OBC,OBC,58,Upgraded
9630,16460,All India,"YADGIRI
INSTITUTE OF
MEDICAL
SCIENCES,
YADGIRI",MBBS,"Not
Reported",All India,"Autonomous
State Medical
College,
Ghazipur",MBBS,Reported,All India,"MAHAR
SHI
DEVRAH
A BABA
AUTON
OMOUS
STATE.
MEDICA
L
COLLEG
E,
DEORIA,
207
Hospital
Road
Saket
nagar
Deoria,
Uttar
Pradesh,
274001",MBBS,OBC,OBC,48,Upgraded
9631,16461,All India,"Government
Medical College
Mahasamund
Chhattisgarh",MBBS,"Not
Reported",All India,"Autonomous
State Medical
College,
Ghazipur",MBBS,"Not
Reported",All India,"Govt.
Medical
College,
Khandwa
,Luv-
Kush
Nagar,M
undi
Road,Kh
andwa
(M.P.),
Madhya
Pradesh,
450001",MBBS,OBC,OBC,79,"Fresh
Allotted in
3nd
Round"
9632,16462,All India,"Andaman and
Nicobar Islands
Institute of
Medical S",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9633,16463,All India,"Dhubri Medical
College, Assam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
9634,16464,All India,"Govt Medical
College
Nalgonda",MBBS,"Not
Reported",All India,"Deben Mahata
Government
Medical College
& Hospital",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
9635,16467,All India,"Govt Medical
College
Nalgonda",MBBS,"Not
Reported",All India,"Government
Medcial College,
Gondia",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9636,16469,All India,"GRANT
MEDICAL COLL
& SIR
J.J.HOSP,MUMB
AI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
9637,16470,-,-,-,-,-,-,-,-,All India,"UNS
AUTON
OMOUS
STATE
MEDICA
L
COLLEG
ES,
Jaunpur,
UNS
AUTON
OMOUS
STATE
MEDICA
L
COLLEG
E
SIDDIQU
EPUR
SHAHGA
NJ
ROAD
JAUNPU
R UP,
Uttar
Pradesh,
222003",MBBS,Open,GN,76,"Fresh
Allotted in
3nd
Round"
9638,16477,All India,"Government
Medical College,
Mahabubangar",MBBS,"Not
Reported",All India,"Kakatiya Medical
College
Warangal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9639,16480,All India,"Bhima Bhoi
Medical College
and Hospital ,
Balangir",MBBS,"Not
Reported",All India,"RAMPURHAT
GOVT MEDICAL
COLLEGE
RAMPURHAT",MBBS,"Not
Reported",All India,"Goverme
nt
Medical
College,
Bettiah,G
overnme
nt
Medical
College
Bettiah
West
Champar
an
Bihar-
845438,
Bihar,
845438",MBBS,EWS,EWS,45,"Fresh
Allotted in
3nd
Round"
9640,16482,All India,"GOVT. D.C. &
RESEARCH
INST,BANGALO
RE",BDS,"Not
Reported",All India,"Gulbarga
Institute of
Medical
Sciences,
Gulbarga",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9641,16490,-,-,-,-,All India,"REGIONAL INST
OF MEDICAL
SCI, IMPHAL",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
9642,16491,All India,"Government
Medical College
Mahasamund
Chhattisgarh",MBBS,"Not
Reported",All India,"Sri Jagannath
Medical College
& Hospital, Puri",MBBS,"Not
Reported",All India,"Autonom
ous State
Medical
College
Society ,
Mirzapur,
Piparada
rh,
Visunder
pur, Uttar
Pradesh,
231001",MBBS,OBC,OBC,86,"Fresh
Allotted in
3nd
Round"
9643,16492,All India,"Koppal Institute
of Medical
Sciences",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL
COLLEGE,
AKOLA",MBBS,Reported,All India,"Govt.
Medical
College
and
Hospital,
Chandra
pur,GOV
T.
MEDICA
L
COLLEG
E
CHAND
RAPUR,
RAM
NAGAR,
CHAND
RAPUR,
Maharas
htra,
442401",MBBS,Open,OBC,44,Upgraded
9644,16495,-,-,-,-,All India,"Tamralipto
Government
Medical College
& Hospital, West
Bengal",MBBS,"Not
Reported",All India,"Governm
ent
Medical
College
Satna
,Satna,
Madhya
Pradesh,
485001",MBBS,Open,GN,61,"Fresh
Allotted in
3nd
Round"
9645,16496,All India,"Dr. B.S.A.
Medical College,
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9646,16498,All India,"MADURAI
MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9647,16504,All India,"Sarat Chandra
Chattopadhyay
Govt. Medical
College &
Hospital,
Uluberia",MBBS,"Not
Reported",All India,"BIDAR
INSTITUTE OF
MEDICAL SCI.,
BIDAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9648,16505,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,"Not
Reported",All India,"NDMC Medical
College, Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9649,16506,All India,"Tomo Riba
Institute Health
and Medical
Sciences,
Naharlagun",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
9650,16507,All India,RIMS Srikakulam,MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9651,16510,All India,"Government
Medical College,
Mancherial",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL
COLLEGE,
OSMANABAD",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9652,16512,All India,"Fakhruddin Ali
Ahmed Medical
College, Barpeta",MBBS,Reported,All India,"Government
Medical College
Satna",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
9653,16513,-,-,-,-,All India,"Government
Medical College
& Hospital,
Alibag-Raigad",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9654,16515,-,-,-,-,-,-,-,-,All India,"Autonom
ous State
Medical
College,
Ghazipur
,Principal
Prashasn
ik
Bhawan
MV
Autonom
ous State
Medical
College
RTI
Chaurah
a
Ghazipur
, Uttar
Pradesh,
233001",MBBS,Open,OBC,84,"Fresh
Allotted in
3nd
Round"
9655,16519,All India,"Government
Medical College,
Mancherial",MBBS,"Not
Reported",All India,"REGIONAL INST
OF MEDICAL
SCI, IMPHAL",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9656,16520,All India,"Government
Medical College,
Kallakurichi",MBBS,"Not
Reported",All India,"Govt. Medical
College Karur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9657,16521,All India,"RIMS, Ongole",MBBS,"Not
Reported",All India,"RAICHUR INST.
OF MEDICAL
SCI., RAICHUR",MBBS,Reported,All India,"MIDNAP
ORE
MEDICA
L
COLLEG
E,
MIDNAP
UR,5
Vidyasag
ar Road
Midnapor
e 721101
Paschim
Medinipu
r, West
Bengal,
721101",MBBS,Open,GN,75,Upgraded
9658,16524,All India,"Chikkamagaluru
Institute of
Medical
Sciences",MBBS,"Not
Reported",All India,"Government
Medical College,
Tiruppur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9659,16525,All India,"Kodagu Institute
of Medical
Sciences,
Kodagu",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
9660,16532,All India,"Government
Medical College
and Hospital,
Keonjhar",MBBS,"Not
Reported",All India,"Medinirai
Medical College
(previously
Known as
Palamu Medical
College), Palamu",MBBS,Reported,All India,"Governm
ent
Medical
College
Satna
,Satna,
Madhya
Pradesh,
485001",MBBS,Open,GN,59,Upgraded
9661,16533,All India,"Chitradurga
Medical College
and Research
Institute",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9662,16537,-,-,-,-,-,-,-,-,All India,"SHRI
BHAUSA
HEB
HIRE
GOVT.
M.C.,
DHULE,
Shri.Bhu
saheb
Hire
Governm
ent
Medical
College
Malegao
n Road
Chakkar
bardi
Area
Dhule,
Maharas
htra,
424311",MBBS,Open,GN,76,"Fresh
Allotted in
3nd
Round"
9663,16540,All India,"JLN IMS,
IMPHAL",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
9664,16541,All India,RIMS Srikakulam,MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9665,16543,-,-,-,-,All India,"NAIR HOSP
DENTAL
COLLEGE &
HOSP,MUMBAI",BDS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9666,16547,All India,"Diphu Medical
College &
Hospital, Assam",MBBS,"Not
Reported",-,-,-,-,All India,"DR.
VAISHA
MPAYA
M
MEMORI
AL
M.C.,SH
OLAPUR
,In Front
of District
Civil
Court,
Solapur.,
Maharas
htra,
413003",MBBS,OBC,OBC,25,"Fresh
Allotted in
3nd
Round"
9667,16549,All India,"RAICHUR INST.
OF MEDICAL
SCI., RAICHUR",MBBS,Reported,-,-,-,-,All India,"DR.S.C.
GOVT
MEDICA
L
COLLEG
E,,NAND
ED,VISH
NUPURI
NANDED
MAHAR
ASHTRA
431606,
Maharas
htra,
431606",MBBS,EWS,EWS,58,Upgraded
9668,16550,All India,RIMS Srikakulam,MBBS,"Not
Reported",All India,"REGIONAL INST
OF MEDICAL
SCI, IMPHAL",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9669,16552,All India,"Government
Medical College,
Sundargarh",MBBS,"Not
Reported",-,-,-,-,All India,"SHRI
BHAUSA
HEB
HIRE
GOVT.
M.C.,
DHULE,
Shri.Bhu
saheb
Hire
Governm
ent
Medical
College
Malegao
n Road
Chakkar
bardi
Area
Dhule,
Maharas
htra,
424311",MBBS,Open,GN,79,"Fresh
Allotted in
3nd
Round"
9670,16554,All India,"GOVERNMENT
MEDICAL
COLLEGE,
SANGAREDDY",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
9671,16556,All India,"Government
Medical College,
Mahabubangar",MBBS,"Not
Reported",All India,"Kakatiya Medical
College
Warangal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9672,16558,All India,"GOVERNMENT
MEDICAL
COLLEGE,
OSMANABAD",MBBS,"Not
Reported",All India,"SH VASANT
RAO NAIK
GOVT.M.C.,YAV
ATMAL",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9673,16561,"Employe
es State
Insuranc
e
Scheme(
ESI)","ESIC Medical
College,
Faridabad",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
9674,16564,All India,GMC Jangaon,MBBS,"Not
Reported",All India,"SH VASANT
RAO NAIK
GOVT.M.C.,YAV
ATMAL",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9675,16566,-,-,-,-,All India,"GOVERNMENT
MEDICAL
COLLEGE,
LATUR",MBBS,Reported,All India,"Rajarshe
e
Chhatrap
ati Shahu
Maharaj
Governm
ent
Medical
College
Kolhapur
,Rajarsh
ee
Chhatrap
ati Shahu
Maharaj
Governm
ent
Medical
College,
R. K.
Nagar
Road,
Shenda
Park,
Kol,
Maharas
htra,
416012",MBBS,OBC,OBC,80,Upgraded
9676,16567,All India,"GMERS Medical
College,
Panchmahal
Godhra",MBBS,"Not
Reported",All India,"Sri Jagannath
Medical College
& Hospital, Puri",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9677,16568,"Open
Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
9678,16569,-,-,-,-,All India,"SH VASANT
RAO NAIK
GOVT.M.C.,YAV
ATMAL",MBBS,Reported,All India,"ESIC
Medical
College,
Gulbarga
,ESIC
MEDICA
L
COLLEG
E
SEDAM
ROAD
GULBAR
GA,
Karnatak
a,
585106",MBBS,OBC,OBC,111,Upgraded
9679,16570,All India,"Tezpur Medical
College, Tezpur",MBBS,"Not
Reported",-,-,-,-,All India,"Govt
Medical
College
Shahdol,
GRAM
CHAMP
A KUDRI
ROAD
NEAR
NEW
BUS
STAND
SHAHD
OL MP,
Madhya
Pradesh,
484001",MBBS,Open,GN,70,"Fresh
Allotted in
3nd
Round"
9680,16571,All India,"Andaman and
Nicobar Islands
Institute of
Medical S",MBBS,"Not
Reported",All India,"Lt. B R K
Government
Medical College,
Jagdalpur",MBBS,"Not
Reported",All India,"Govt.
Medical
College,
Srinagar,
Administr
ative
Block
Governm
ent
Medical
College
Karan
Nagar
Srinagar,
Jammu
And
Kashmir,
190010",MBBS,OBC,OBC,73,"Fresh
Allotted in
3nd
Round"
9681,16572,All India,"Chikkamagaluru
Institute of
Medical
Sciences",MBBS,Reported,All India,"SVIMS - Sri
Padmavathi
Medical College
for Women,
Tirupati(Female
Seat only )",MBBS,Reported,All India,"REGION
AL INST
OF
MEDICA
L SCI,
IMPHAL,
PO
Lamphel
pat,
Imphal
West
District,
Manipur,
795004",MBBS,Open,GN,150,Upgraded
9682,16573,All India,"GMERS Medical
College, Rajpipla",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL
COLLEGE,
LATUR",MBBS,Reported,All India,"DR.
VAISHA
MPAYA
M
MEMORI
AL
M.C.,SH
OLAPUR
,In Front
of District
Civil
Court,
Solapur.,
Maharas
htra,
413003",MBBS,OBC,OBC,34,Upgraded
9683,16575,All India,"Andaman and
Nicobar Islands
Institute of
Medical S",MBBS,"Not
Reported",All India,"Jannayak
Karpoori Thakur
Medical college
and Hospital,
Madhepura",MBBS,Reported,All India,"VIJAYNA
GAR
INST OF
MED.
SC,BELL
ARY,Can
tonment,
Ballari,
Karnatak
a,
583104",MBBS,Open,OBC,98,Upgraded
9684,16579,All India,"Dhubri Medical
College, Assam",MBBS,"Not
Reported",All India,"Government
Medcial College,
Gondia",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
9685,16580,All India,"JLN IMS,
IMPHAL",MBBS,"Not
Reported",-,-,-,-,All India,"MALDA
MED.
COLLEG
E,
MALDA,
MaldaMe
dicalColl
ege,
PS,Engli
shBazar
PO Dist
Malda,
West
Bengal,
732101",MBBS,EWS,EWS,93,"Fresh
Allotted in
3nd
Round"
9686,16581,All India,"BIDAR
INSTITUTE OF
MEDICAL SCI.,
BIDAR",MBBS,"Not
Reported",All India,"SOBAN SINGH
JEENA
GOVERNMENT
INSTITUTE OF
MEDICAL
SCIENCE &
RESEARCH,
ALMORA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9687,16583,-,-,-,-,All India,"Govt. Medical
College Karur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
9688,16590,All India,"Lakhimpur
Medical College,
North Lakhimpur,
Assam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
