SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
15323,147801,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15324,147804,-,-,-,-,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,GN,GNNO,3,Fresh Allotted in 2nd Round,
15325,147808,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15326,147842,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15327,147966,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15328,148019,-,-,-,-,MNG,"MGM Medical College, Navi Mumbai",MBBS,GN,GNNO,33,Fresh Allotted in 2nd Round,
15329,148059,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15330,148082,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15331,148162,MNG,"Rural Dental College, Loni",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15332,148163,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15333,148256,MNG,"BV Deemed Uni. Med. College and Hos.,
Sangli",MBBS,Not Reported,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,GN,GNNO,135,Fresh Allotted in 2nd Round,
15334,148289,MNG,"SRM Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15335,148293,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15336,148354,-,-,-,-,ESI,"ESIC Medical College AND PGIMSR,
Bangalore",MBBS,SC (Group: I),SC,15,Fresh Allotted in 2nd Round,
15337,148357,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15338,148376,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15339,148385,-,-,-,-,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,OBC,28,Fresh Allotted in 2nd Round,
15340,148415,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15341,148442,-,-,-,-,NRI,"JSS Medical College, Jagadguru",MBBS,GN,OBC,3,Fresh Allotted in 2nd Round,
15342,148509,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15343,148588,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15344,148595,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15345,148609,IP,"Atal Bihari Vajpayee Institute of Medical
Sciences, New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15346,148631,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15347,148647,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15348,148663,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,5,Upgraded,
15349,148677,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,OBC,114,Fresh Allotted in 2nd Round,
15350,148704,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,OBC,3,Fresh Allotted in 2nd Round,
15351,148707,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15352,148793,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15353,148799,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,Retained*,
15354,148827,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15355,148876,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Not Reported,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
15356,148932,-,-,-,-,MNG,"B.L.D.E University, Bijapur",MBBS,GN,GNNO,263,Fresh Allotted in 2nd Round,
15357,148934,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
15358,149013,AIQ,"BANGALORE MED.
COLLEGE,BANGALORE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15359,149018,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15360,149039,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15361,149049,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Upgraded,
15362,149176,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15363,149182,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15364,149184,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15365,149199,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,8,Upgraded,
15366,149312,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15367,149339,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15368,149378,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15369,149385,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15370,149447,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Not Reported,MNG,Bharati Vidyapeeth DU Medical College,MBBS,GN,EW NO,55,Fresh Allotted in 2nd Round,
15371,149457,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15372,149472,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,273,Upgraded,
15373,149556,-,-,-,-,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,5,Fresh Allotted in 2nd Round,
15374,149557,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15375,149570,MNG,"BV Deemed Uni. Med. College and Hos.,
Sangli",MBBS,Not Reported,MNG,"BV Deemed Uni. Med. College and Hos.,
Sangli",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
15376,149584,-,-,-,-,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,GN PwD,SC PwD,2,Fresh Allotted in 2nd Round,
15377,149621,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,265,Fresh Allotted in 2nd Round,
15378,149624,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,GN,OBC,38,Fresh Allotted in 2nd Round,
15379,149635,-,-,-,-,MNG,"MGM Medical College, Navi Mumbai",MBBS,GN,GNNO,8,Fresh Allotted in 2nd Round,
15380,149652,IP,"Atal Bihari Vajpayee Institute of Medical
Sciences, New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15381,149666,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15382,149739,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15383,149798,MNG,"VMKV Medical College and Hospital,
Salem",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15384,149851,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15385,149959,MNG,"MGM Medical College, Aurangabad",MBBS,Not Reported,MNG,Bharati Vidyapeeth DU Medical College,MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
15386,149974,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,Not Reported,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
15387,150058,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15388,150060,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15389,150097,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15390,150113,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15391,150182,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15392,150315,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,7,Fresh Allotted in 2nd Round,
15393,150442,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15394,150480,-,-,-,-,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15395,150510,MNG,"MGM Medical College, Aurangabad",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15396,150532,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15397,150533,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15398,150548,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15399,150633,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15400,150653,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15401,150700,-,-,-,-,MNG,Sri Siddhartha Academy T Begur,MBBS,GN,OBC,3,Fresh Allotted in 2nd Round,
15402,150827,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15403,150928,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15404,150971,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"SRM Dental College, Chennai",BDS,GN,GNNO,3,Fresh Allotted in 2nd Round,
15405,151002,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15406,151070,-,-,-,-,ESI,"SLBS Govt. Medical College, Mandi",MBBS,SC (Group: I),SC,4,Fresh Allotted in 2nd Round,
15407,151083,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15408,151096,-,-,-,-,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,9,Fresh Allotted in 2nd Round,
15409,151099,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15410,151140,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15411,151165,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15412,151169,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15413,151343,MNG,"SRM Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15414,151405,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15415,151427,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,183,Fresh Allotted in 2nd Round,
15416,151446,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
15417,151450,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,GNNO,259,Upgraded,
15418,151543,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,153,Fresh Allotted in 2nd Round,
15419,151668,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15420,151689,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,GNNO,9,Fresh Allotted in 2nd Round,
15421,151694,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15422,151732,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15423,151763,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15424,151827,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,266,Fresh Allotted in 2nd Round,
15425,151871,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15426,151886,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,ST,182,Fresh Allotted in 2nd Round,
15427,151908,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,MNG,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,GN,GNNO,154,Upgraded,
15428,152002,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15429,152059,-,-,-,-,ESI,"ESIC Medical College AND PGIMSR,
Kolkata",MBBS,SC (Group: I),SC,1,Fresh Allotted in 2nd Round,
15430,152146,-,-,-,-,MNG,"MM Inst. Med. and Research, Mullana",MBBS,GN,GNNO,21,Fresh Allotted in 2nd Round,
15431,152190,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15432,152255,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15433,152259,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15434,152282,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,OBC,6,Fresh Allotted in 2nd Round,
15435,152295,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15436,152424,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,OBC,6,Fresh Allotted in 2nd Round,
15437,152517,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15438,152607,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15439,152671,-,-,-,-,MNG,"MM Inst. Med. and Research, Mullana",MBBS,GN,OBC,266,Fresh Allotted in 2nd Round,
15440,152700,AMS,"AIIMS, Kalyani",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15441,152743,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15442,152747,-,-,-,-,MNG,Sri Siddhartha Academy T Begur,MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
15443,152794,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15444,152801,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,10,Upgraded,
15445,152818,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15446,152836,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15447,152869,IP,"Atal Bihari Vajpayee Institute of Medical
Sciences, New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15448,152901,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15449,152945,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15450,152992,MNG,"Krishna Inst. of Med. Scie., Karad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15451,153102,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15452,153176,MNG,"VMKV Medical College and Hospital,
Salem",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15453,153222,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
15454,153229,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15455,153236,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15456,153266,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15457,153277,MNG,"Manipal College of Dental Science,
Mangalore",BDS,Reported,-,-,-,-,-,-,No Upgradation,
15458,153292,-,-,-,-,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,OBC,25,Fresh Allotted in 2nd Round,
15459,153313,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15460,153318,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15461,153345,-,-,-,-,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,7,Fresh Allotted in 2nd Round,
15462,153346,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15463,153385,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15464,153522,MM,"Yenepoya Medical College, Mangalore",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15465,153841,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,8,Upgraded,
15466,154022,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15467,154090,AMS,"AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15468,154108,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15469,154160,AON,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15470,154183,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15471,154215,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
15472,154237,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,Not Reported,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,OBC,25,Fresh Allotted in 2nd Round,
15473,154243,-,-,-,-,MNG,"MGM Medical College, Navi Mumbai",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15474,154248,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,276,Fresh Allotted in 2nd Round,
15475,154267,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15476,154306,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15477,154310,-,-,-,-,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,GNNO,28,Fresh Allotted in 2nd Round,
15478,154343,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15479,154348,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,MNG,"MM Inst. Med. and Research, Mullana",MBBS,GN,SC,222,Upgraded,
15480,154395,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15481,154397,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15482,154418,MNG,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,Reported,-,-,-,-,-,-,No Upgradation,
15483,154427,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,OBC,7,Fresh Allotted in 2nd Round,
15484,154458,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15485,154459,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15486,154552,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Not Reported,MNG,Bharati Vidyapeeth DU Medical College,MBBS,GN,OBC,43,Fresh Allotted in 2nd Round,
15487,154636,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15488,154637,NRI,"Kasturba Medical College, Manipal Univ.,
Manipal",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15489,154657,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15490,154671,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15491,154744,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15492,154847,-,-,-,-,ESI,"ESIC Medical College, Hyderbad",MBBS,SC (Group: I),SC,1,Fresh Allotted in 2nd Round,
15493,154851,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15494,154870,AIQ,"COIMBATORE MEDICAL
COLLEGE,COIMBATORE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15495,154912,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
15496,154923,-,-,-,-,ESI,"Government Medical College, Kollam",MBBS,SC (Group: I),SC,1,Fresh Allotted in 2nd Round,
15497,154958,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15498,155006,AIQ,"Andhra Medical College, Visakhapatnam",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15499,155062,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15500,155134,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15501,155220,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
